"Data Source","World Development Indicators",

"Last Updated Date","2026-07-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Suriname","SUR","Surface area (sq. km)","AG.SRF.TOTL.K2","","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","","",
"Slovak Republic","SVK","Surface area (sq. km)","AG.SRF.TOTL.K2","","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49035","49040","49037","49036","49036","49036","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","","",
"Slovenia","SVN","Surface area (sq. km)","AG.SRF.TOTL.K2","","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20675","20675","20675","20675","20480","20480","20480","20480","20480","20480","20480","","",
"Sweden","SWE","Surface area (sq. km)","AG.SRF.TOTL.K2","","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","447420.11","528447.52","528447.52","528449.29","528449.29","528449.29","528449.29","528860","528860","528860","528860","528660","","",
"Eswatini","SWZ","Surface area (sq. km)","AG.SRF.TOTL.K2","","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","","",
"Sint Maarten (Dutch part)","SXM","Surface area (sq. km)","AG.SRF.TOTL.K2","","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","","",
"Seychelles","SYC","Surface area (sq. km)","AG.SRF.TOTL.K2","","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","","",
"Syrian Arab Republic","SYR","Surface area (sq. km)","AG.SRF.TOTL.K2","","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","","",
"Turks and Caicos Islands","TCA","Surface area (sq. km)","AG.SRF.TOTL.K2","","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","","",
"Chad","TCD","Surface area (sq. km)","AG.SRF.TOTL.K2","","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Surface area (sq. km)","AG.SRF.TOTL.K2","","16150900","16150900","16150900","16150900","16150900","16150900","16150900","16150900","16150900","16150900","16150900","16150900","16150900","16150900","16150900","16150900","16148780","16148780","16150820","16150900","16150900","16150900","16150900","16150900","16150900","16150900","16149560","16149570","16149570","16150240","16150270","16150300","16150320","16150320","16150310","16150300","16150300","16150300","16150300","16148420","16148424.2","16148473.2","16148482.7","16148486.5","16150383.8","16150383.4","16150382.8","16150221.8","16150222","16150125","16150128","16150122","16149727","16149998","16152596","16152963","16156107","16156062.2","16155893.77","16155923.519","16156098.57","16156092.791","16156086.851","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Surface area (sq. km)","AG.SRF.TOTL.K2","","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843902","23843972","23843972","23843982","23844052","23844042","23843972","23843972","23840675","23840675","23840675","23840729","23840745","23840745","23840735","23840735","23840735","23840734","23840744","23840744","23840744","23872237","23871063","23875888","23875889","23875889","23875899","23879007","23902603","23902622","23902634","23903913.758","","",
"Togo","TGO","Surface area (sq. km)","AG.SRF.TOTL.K2","","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","","",
"Thailand","THA","Surface area (sq. km)","AG.SRF.TOTL.K2","","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513115.021","513115.021","","",
"Tajikistan","TJK","Surface area (sq. km)","AG.SRF.TOTL.K2","","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","141376","141380","141380","141380","141380","141380","141380","141379","141379","141379","","",
"Turkmenistan","TKM","Surface area (sq. km)","AG.SRF.TOTL.K2","","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","491209","491209","491209","491209","491209","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Surface area (sq. km)","AG.SRF.TOTL.K2","","20317706","20317706","20317706","20317706","20317706","20317706","20317706","20317706","20317706","20317706","20317706","20317706","20317706","20317706","20317706","20317706","20317706","20317706","20317706","20317616","20317616","20317616","20317616","20317616","20317616","20317616","20317616","20317616","20317616","20317616","20317616","20317616","20317616","20317616","20317616","20317616","20317616","20290426","20290426","20290426","20290426","20290426","20290426","20290426","20290426","20290426","20290426","20290426","20290426","20290428","20290428","20290426","20290427","20290322","20290322","20290926","20290926","20290932","20389646.343","20384782.593","20384782.593","20377927.693","20375970.94","","",
"Timor-Leste","TLS","Surface area (sq. km)","AG.SRF.TOTL.K2","","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","","",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Surface area (sq. km)","AG.SRF.TOTL.K2","","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10220900","10218360","10218360","10218360","10218360","10218172","10218172","10218173","10218173","10218173","10218173","10218168","10218168","10218168","10218168","10218178","","",
"Tonga","TON","Surface area (sq. km)","AG.SRF.TOTL.K2","","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","","",
"South Asia (IDA & IBRD)","TSA","Surface area (sq. km)","AG.SRF.TOTL.K2","","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3695810","3688887","3688887","3688887","3688887","3688887","3688887","3688887","3688887","3688887","3688887","3687204","3687204","3687204","3687204","3687204","3687204","3687204","3687204","3687204","3687204","3686374","3686374","3686374","3686721","3686310","3686310","3686310","3686310","3686310","3686310","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Surface area (sq. km)","AG.SRF.TOTL.K2","","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24309045.16","24309044.203","24309013.95","24308981.777","24308998.479","24309010.8","24309005.478","24309251.019","24328317.65","24328285.508","24328272.015","24328325.605","24328312.944","24328307.218","24328313.387","24328290.206","24339848.027","24339983.5","24339986.5","24339990.5","","",
"Trinidad and Tobago","TTO","Surface area (sq. km)","AG.SRF.TOTL.K2","","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","","",
"Tunisia","TUN","Surface area (sq. km)","AG.SRF.TOTL.K2","","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","","",
"Turkiye","TUR","Surface area (sq. km)","AG.SRF.TOTL.K2","","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","","",
"Tuvalu","TUV","Surface area (sq. km)","AG.SRF.TOTL.K2","","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","","",
"Tanzania","TZA","Surface area (sq. km)","AG.SRF.TOTL.K2","","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","","",
"Uganda","UGA","Surface area (sq. km)","AG.SRF.TOTL.K2","","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","","",
"Ukraine","UKR","Surface area (sq. km)","AG.SRF.TOTL.K2","","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","","",
"Upper middle income","UMC","Surface area (sq. km)","AG.SRF.TOTL.K2","","45221782","45221782","45221782","45221782","45221782","45221782","45221782","45221782","45221782","45221782","45221782","45221782","45221782","45221782","45221782","45221782","45219662","45219662","45221702","45221782","45221782","45221782","45221782","45221782","45221782","45221782","45220442","45220452","45220452","45221122","45221152","45221182","45221272","45221272","45221272","45221262","45221252","45194062","45194062","45192182","45192186.2","45192235.2","45192244.7","45192258.5","45194155.8","45194155.4","45194154.8","45193993.8","45191454","45191349","45191319","45191311","45190729","45190995","45193594","45193961","45197105","45197066.2","45298171.233","45289975.232","45290170.283","45283314.604","45281428.911","","",
"Uruguay","URY","Surface area (sq. km)","AG.SRF.TOTL.K2","","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","","",
"United States","USA","Surface area (sq. km)","AG.SRF.TOTL.K2","","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9632030","9632030","9632030","9632030","9632030","9632030","9632030","9632030","9831510","9831510","9831510","9831510","9831510","9831510","9831510","9831510","9831510","9831510","9831510","9831510","9831510","9831510","9831510","9831510","","",
"Uzbekistan","UZB","Surface area (sq. km)","AG.SRF.TOTL.K2","","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","444103","444103","444103","444103","444103","444103","444103","444103","444103","444103","444103","444103","444103","444103","444103","448924","448924","448924","448924","448924","448924","448924","448924","448920","","",
"St. Vincent and the Grenadines","VCT","Surface area (sq. km)","AG.SRF.TOTL.K2","","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","","",
"Venezuela, RB","VEN","Surface area (sq. km)","AG.SRF.TOTL.K2","","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","","",
"British Virgin Islands","VGB","Surface area (sq. km)","AG.SRF.TOTL.K2","","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","","",
"Virgin Islands (U.S.)","VIR","Surface area (sq. km)","AG.SRF.TOTL.K2","","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","","",
"Viet Nam","VNM","Surface area (sq. km)","AG.SRF.TOTL.K2","","331690","331690","331690","331690","331690","331690","331690","331690","331690","331690","331690","331690","331690","331690","331690","331690","329570","329570","331610","331690","331690","331690","331690","331690","331690","331690","330350","330360","330360","331030","331060","331090","331110","331110","331110","331110","331110","331110","331110","329240","329250","329300","329310","329314","331212","331212","331212","331051","331051","330954","330957","330951","330960","331230","331230","331230","331230","331240","331310","331340","331344.8","331340","331338.31","","",
"Vanuatu","VUT","Surface area (sq. km)","AG.SRF.TOTL.K2","","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","","",
"World","WLD","Surface area (sq. km)","AG.SRF.TOTL.K2","","139735046.037","139735046.037","139735046.037","139735046.037","139735046.037","139735046.037","139735046.037","139735046.037","139735046.037","139735046.037","139735046.037","139735046.037","139735046.037","139735046.037","139735046.037","139735046.037","139732926.037","139732926.037","139734966.737","139734956.737","139734956.737","139734956.737","139734956.737","139734956.737","139734956.737","139734956.737","139733616.737","139733626.737","139733626.737","139734296.737","139734326.737","139734376.737","139734486.737","139727573.737","139727603.737","139727683.737","139796423.737","139769163.737","139769163.737","139766145.737","139766535.937","139766960.937","139767416.437","139801540.397","139803496.74","139803801.687","139803883.407","140003369.109","140001052.93","140001326.808","140001646.549","140021205.18","140378206.158","140376282.955","140383797.195","140384998.854","140388337.658","140388122.186","140490189.575","140588715.13","140582990.797","140540014.505","140539257.229","","",
"Samoa","WSM","Surface area (sq. km)","AG.SRF.TOTL.K2","","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","","",
"Kosovo","XKX","Surface area (sq. km)","AG.SRF.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Surface area (sq. km)","AG.SRF.TOTL.K2","","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","","",
"South Africa","ZAF","Surface area (sq. km)","AG.SRF.TOTL.K2","","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","","",
"Zambia","ZMB","Surface area (sq. km)","AG.SRF.TOTL.K2","","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","","",
"Zimbabwe","ZWE","Surface area (sq. km)","AG.SRF.TOTL.K2","","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","","",
